tyre_id,brand,tyre_size,width_mm,aspect_ratio,rim_inch,country,region,risk_class,td_current_mm,wear_rate_mm_10000km,remaining_life_km,cost_per_1000km,latitude,longitude,kmeans_cluster,gmm_cluster,dbscan_cluster,pca_1,pca_2
TYR00683,Yokohama,195/65 R15,195,65,15,Sweden,Northern Europe,medium,3.26,1.073040775549471,15470.055172413788,4.1064788415370765,59.32916,18.00013,1,1,-1,-0.6020043387874346,3.7842122351055316
TYR00684,Hankook,195/65 R15,195,65,15,Spain,Southern Europe,low,7.05,0.629912159038373,86519.99999999994,2.064262598243182,40.4595,-3.70184,0,0,-1,-3.308137230174633,-0.23097446361524226
TYR00685,Goodyear,255/40 R19,255,40,19,France,Western Europe,low,6.57,0.6691263835907694,74275.9532710281,3.417086639380344,45.86911,4.9842,2,3,-1,1.5565551195234357,-1.9831100326266713
TYR00686,Bridgestone,255/40 R19,255,40,19,Italy,Southern Europe,low,6.89,0.637416682844755,82991.2385786802,2.5151619440018873,45.40691,9.26256,3,3,-1,1.002736883411494,-2.786651160267153
TYR00687,Hankook,225/45 R17,225,45,17,Germany,Western Europe,low,4.93,0.681516277457983,48861.635593220315,2.345031045535554,52.45417,13.40629,2,2,-1,-0.04105063796300408,-0.4803888099503635
TYR00688,Pirelli,205/55 R16,205,55,16,Netherlands,Western Europe,low,5.54,0.588709177666233,66926.0842105263,2.2787987211489837,52.38252,4.94789,0,0,-1,-1.7117992908241846,-0.24016334729931696
TYR00689,Hankook,255/40 R19,255,40,19,Netherlands,Western Europe,low,5.03,0.742094840155818,46220.507331378314,3.011993706492079,52.27274,4.88232,2,2,-1,2.114741415173117,-0.998975713306002
TYR00690,Pirelli,205/55 R16,205,55,16,Portugal,Southern Europe,low,5.19,0.8826182193016362,40674.43795620439,3.828304238411647,38.63498,-9.07973,1,1,-1,-0.3544195876547053,1.478650683012231
TYR00691,Hankook,195/65 R15,195,65,15,Portugal,Southern Europe,low,5.16,0.8237190146069429,43218.621118012416,2.475895250542019,38.81706,-9.10744,1,1,-1,-2.0716226173285537,1.711420141813811
TYR00692,Pirelli,205/55 R16,205,55,16,Portugal,Southern Europe,low,7.13,0.38184885889352643,144821.69767441854,1.6487624203022364,38.73124,-9.14713,0,0,-1,-3.176935364410621,-2.7643326894965345
TYR00693,Bridgestone,195/65 R15,195,65,15,Italy,Southern Europe,low,6.85,0.5583472920156337,94027.50000000001,2.1411948632049134,45.47167,9.13681,0,0,-1,-3.341907402959915,-0.46973644067706666
TYR00694,Yokohama,195/65 R15,195,65,15,Italy,Southern Europe,low,5.32,0.8327911515940143,44669.0625,2.9150643465902535,45.41884,9.31185,1,1,-1,-2.0223079110133053,1.6835185056983892
TYR00695,Michelin,255/40 R19,255,40,19,France,Western Europe,low,8.05,0.5089257751331026,126737.53846153876,2.580827117417938,45.67335,4.88654,3,3,-1,0.31127528985048764,-3.993588280915671
TYR00696,BudgetRoad,205/55 R16,205,55,16,Italy,Southern Europe,medium,3.69,0.5411452506699275,38621.793269230766,1.5752088872700785,45.4879,9.17583,0,1,-1,-1.559379484254162,0.400294587936403
TYR00697,BudgetRoad,205/55 R16,205,55,16,Norway,Northern Europe,low,5.34,1.3114981611269172,28517.005291005284,3.8795187167686813,59.95352,10.77301,1,1,-1,0.26666268087064926,2.6976717582044696
TYR00698,Pirelli,205/55 R16,205,55,16,Portugal,Southern Europe,low,6.63,0.642507345739471,78287.04268292684,2.62541794724577,38.85953,-9.09703,0,0,-1,-1.7094236352261079,-0.3928749348336072
TYR00699,Bridgestone,255/40 R19,255,40,19,Netherlands,Western Europe,low,5.48,0.6212857914640733,62451.13043478264,2.978308341164666,52.4042,4.98877,2,2,-1,1.540154202279035,-1.8412918748215201
TYR00700,Hankook,235/45 R18,235,45,18,Czechia,Eastern Europe,low,4.23,1.02376137512639,25689.58024691359,3.9199421920512343,50.00964,14.34787,4,4,-1,2.0230584375563816,1.2568202122616363
TYR00701,Bridgestone,195/65 R15,195,65,15,France,Western Europe,low,4.86,0.6542056074766355,49831.42857142858,2.2359394134708346,45.66839,4.81205,0,0,-1,-2.5885121197502436,1.0552820441564117
TYR00702,Hankook,205/55 R16,205,55,16,France,Western Europe,low,4.81,0.8228230136289992,39012.034749034734,3.270154015027941,45.86017,4.94613,1,1,-1,-0.559832531715086,1.402610052366712
TYR00703,Bridgestone,225/45 R17,225,45,17,Portugal,Southern Europe,medium,3.07,1.047433787221308,14034.299999999996,4.490481835985352,38.85972,-9.25446,4,4,-1,2.191033390790162,2.507151969519294
TYR00704,Pirelli,235/45 R18,235,45,18,France,Western Europe,low,6.2,0.848010437051533,54244.615384615376,4.410105342049382,45.77945,4.80736,2,2,-1,1.4107464999792085,-0.14584826150615682
TYR00705,Pirelli,235/45 R18,235,45,18,Sweden,Northern Europe,low,4.75,0.9559450146355922,32951.686046511626,5.3327717963048356,59.25784,18.05074,4,4,-1,2.4018200189628853,1.2719537540121995
TYR00706,Hankook,205/55 R16,205,55,16,Netherlands,Western Europe,low,5.63,0.8721181245142908,46209.33663366335,3.2390899599729117,52.41337,4.8857,1,1,-1,-0.7657368552145566,1.084378562119036
TYR00707,Hankook,255/40 R19,255,40,19,Italy,Southern Europe,low,5.99,0.7297442318011086,60158.06372549023,2.84361920248967,45.48969,9.22714,2,2,-1,1.7778905343275089,-1.6349883375366319
TYR00708,Continental,225/45 R17,225,45,17,Norway,Northern Europe,low,6.72,0.889258804976345,57576.03940886698,3.9621143706477513,59.91585,10.744,2,2,-1,0.5205739098727196,-0.04514995910572154
TYR00709,BudgetRoad,195/65 R15,195,65,15,Czechia,Eastern Europe,low,5.59,1.065045481555972,37463.188841201714,2.526786701020608,50.08869,14.64505,1,1,-1,-1.9350026017595554,1.9942282439391055
TYR00710,Hankook,255/40 R19,255,40,19,Portugal,Southern Europe,low,6.02,0.9850240684614017,44871.999999999985,4.073958519046771,38.87181,-8.98263,2,4,-1,2.559897971041312,-0.6266608345074892
TYR00711,Yokohama,205/55 R16,205,55,16,Spain,Southern Europe,low,4.22,0.7500593401376692,34930.569620253154,3.0107485727567584,40.34434,-3.71344,1,1,-1,-0.6967025608310126,1.2847919074113037
TYR00712,BudgetRoad,225/45 R17,225,45,17,Poland,Eastern Europe,low,6.05,0.7173847673869151,62030.86826347305,2.1022186958034212,52.22924,20.97055,2,2,-1,-0.37128457374210827,-1.0726913408101257
TYR00713,BudgetRoad,235/45 R18,235,45,18,Norway,Northern Europe,high,2.68,1.321079839172889,8175.130434782609,3.7137237060204202,59.9199,10.95087,4,4,-1,2.5525468017750614,2.3189178585229286
TYR00714,Goodyear,235/45 R18,235,45,18,Czechia,Eastern Europe,low,5.15,0.7706369403921285,46065.790697674434,3.8733294219814196,50.31763,14.55605,2,2,-1,1.2761990346606893,-0.2045848277479624
TYR00715,Michelin,205/55 R16,205,55,16,Sweden,Northern Europe,low,6.27,0.5819134993446922,80252.47747747744,2.9852766578838774,59.277,18.02452,0,0,-1,-1.57711452441119,-0.3635041689946077
TYR00716,Continental,195/65 R15,195,65,15,Netherlands,Western Europe,low,6.25,0.5230267626681158,88905.58441558442,2.2014441477471873,52.36336,4.8611,0,0,-1,-3.210488767500872,-0.11983253202312195
TYR00717,Yokohama,225/45 R17,225,45,17,Norway,Northern Europe,low,5.7,0.978090766823161,41918.40000000001,3.445164090789669,59.95451,10.78449,2,4,-1,0.7768754329293978,0.5510053288023327
TYR00718,BudgetRoad,235/45 R18,235,45,18,Norway,Northern Europe,low,6.35,0.9448093098283216,50274.6951219512,2.710079787142927,60.06527,10.87681,2,2,-1,0.7878950101591011,-0.6113453743193834
TYR00719,Continental,205/55 R16,205,55,16,Portugal,Southern Europe,medium,3.81,0.7050976655550261,31343.175675675684,3.275065315930799,38.87545,-9.13012,1,1,-1,-0.6027125134357149,1.3976997058816116
TYR00720,Hankook,205/55 R16,205,55,16,Norway,Northern Europe,low,4.86,0.957866598778004,34033.96677740865,3.64905926290453,59.97191,10.69556,1,1,-1,-0.3387051313362456,1.641735746088452
TYR00721,BudgetRoad,195/65 R15,195,65,15,Germany,Western Europe,low,5.12,0.8946264133348873,39346.03257328991,2.0056465296827968,52.48284,13.21846,1,1,-1,-2.321968576697143,1.5207563660595038
TYR00722,Michelin,195/65 R15,195,65,15,Sweden,Northern Europe,low,7.33,0.6125814811906073,93538.5769230769,2.347304677034077,59.31236,18.01576,0,0,-1,-3.2029383775527163,-0.3956020966164701
TYR00723,Michelin,235/45 R18,235,45,18,Italy,Southern Europe,low,6.22,0.7727449455676516,59786.86792452829,3.9660107737733012,45.42675,9.21446,2,2,-1,0.8970338755919165,-0.8046583658590652
TYR00724,Pirelli,205/55 R16,205,55,16,Spain,Southern Europe,low,5.75,0.6297109054479535,65903.25757575758,2.8974919737463254,40.3441,-3.79054,0,0,-1,-1.3925887775348567,0.07539972911749702
TYR00725,Continental,225/45 R17,225,45,17,France,Western Europe,low,7.37,0.5860683188211656,98452.68571428568,2.817928799104736,45.71522,4.81915,3,3,-1,-0.7452525239943508,-1.95066465912737
TYR00726,Goodyear,225/45 R17,225,45,17,Poland,Eastern Europe,low,6.08,0.8634953464322647,51882.15568862276,3.978116040726074,52.12979,20.97797,2,2,-1,0.7222358114321009,0.2546680502594553
TYR00727,Continental,225/45 R17,225,45,17,Norway,Northern Europe,low,4.66,0.9997330089886972,30608.17210682493,4.368817701333344,59.96617,10.82705,4,4,-1,1.4164283363668893,1.340811593013157
TYR00728,Pirelli,195/65 R15,195,65,15,Portugal,Southern Europe,low,5.02,0.5353076888279025,63888.490140845046,1.9421608084763267,38.58922,-9.13509,0,0,-1,-2.9349117326735534,0.397157838761786
TYR00729,Pirelli,205/55 R16,205,55,16,Germany,Western Europe,low,5.49,0.615973551418131,63152.06214689267,2.882886815736094,52.42845,13.47851,0,0,-1,-1.3677228227780445,0.07139740541698039
TYR00730,Hankook,195/65 R15,195,65,15,Germany,Western Europe,low,5.8,1.2151921438500515,34562.43542435424,3.673186441186111,52.39121,13.45276,1,1,-1,-1.0250515964618703,2.935431663917256
TYR00731,Michelin,205/55 R16,205,55,16,Poland,Eastern Europe,low,5.08,0.7574163686092993,45945.66666666667,3.6865979381443297,52.24455,20.93943,1,1,-1,-0.6454835369172424,1.2432250830225176
TYR00732,Continental,205/55 R16,205,55,16,Norway,Northern Europe,low,6.64,1.0643220731142993,47354.08695652172,4.9364598900018635,59.97796,10.76404,1,1,-1,-0.007104774394256883,1.665154522059312
TYR00733,Continental,235/45 R18,235,45,18,Poland,Eastern Europe,low,5.75,0.7319623562216798,56696.904761904785,3.7262041687417,52.28654,20.98916,2,2,-1,1.0894178020916088,-0.4254987930559898
TYR00734,BudgetRoad,205/55 R16,205,55,16,Czechia,Eastern Europe,high,1.93,1.1989391874470514,2752.4331797235013,3.0765761137530188,50.01908,14.4836,1,1,-1,0.6904199520943751,3.824137886982531
TYR00735,Goodyear,235/45 R18,235,45,18,Sweden,Northern Europe,low,6.01,1.0392984735303672,42432.46875,4.300899362066407,59.30439,17.98842,4,4,-1,1.7517207476761103,0.49632865854798985
TYR00736,BudgetRoad,225/45 R17,225,45,17,Sweden,Northern Europe,low,6.3,1.128828144773475,41636.09865470851,2.863933108428173,59.19597,18.00758,2,4,-1,0.6328774066255375,0.47823422401936005
TYR00737,Michelin,255/40 R19,255,40,19,Portugal,Southern Europe,low,5.46,0.8800626641478138,43860.51308900523,5.045184194918784,38.84864,-9.05588,4,2,-1,2.959070255316648,-0.24134759915839324
TYR00738,Continental,235/45 R18,235,45,18,Czechia,Eastern Europe,medium,3.79,0.7830408763566284,27967.88860103627,3.9817304992124485,50.14337,14.48427,4,2,-1,1.7474818241424945,0.6132035198352708
TYR00739,Hankook,195/65 R15,195,65,15,Norway,Northern Europe,low,6.52,0.6757898293630688,72803.69999999992,2.63428073869027,59.98661,10.6611,0,0,-1,-2.7758422241359297,0.4661081728590101
TYR00740,Bridgestone,255/40 R19,255,40,19,Italy,Southern Europe,low,6.68,0.6203858800173708,81884.52,2.784389785183226,45.4871,9.19844,3,3,-1,1.2391703414038584,-2.573758719985677
TYR00741,Yokohama,235/45 R18,235,45,18,Spain,Southern Europe,low,6.21,0.9171028497293428,50266.99024390244,3.3291108851436326,40.42372,-3.62646,2,2,-1,1.1574868111593286,-0.27879985616562064
TYR00742,Yokohama,255/40 R19,255,40,19,Poland,Eastern Europe,medium,3.95,0.7777196403938543,30216.544342507645,3.55882846832896,52.14744,21.03077,4,2,-1,2.613676688905506,-0.19130837387158983
TYR00743,Yokohama,225/45 R17,225,45,17,France,Western Europe,low,5.32,0.7375609756097559,50436.50793650795,2.929208295291508,45.78161,4.91858,2,2,-1,0.26925565047457883,-0.26840179462617664
TYR00744,Yokohama,205/55 R16,205,55,16,Germany,Western Europe,low,6.41,0.9272516533715139,51873.7279411765,2.9078431509052547,52.48087,13.38767,1,1,-1,-0.9808680432132267,0.8544348909611741
TYR00745,Goodyear,205/55 R16,205,55,16,France,Western Europe,low,5.27,0.8936620546388117,41066.97807017543,3.8130081648933642,45.77886,4.81598,1,1,-1,-0.48760014958105563,1.358544083662615
TYR00746,Continental,235/45 R18,235,45,18,Germany,Western Europe,low,4.97,0.8278512824303349,40707.79464285714,4.670055175592302,52.58365,13.49015,4,2,-1,1.78127919179672,0.6160056617670614
TYR00747,Bridgestone,195/65 R15,195,65,15,Portugal,Southern Europe,low,7.93,0.4900856241550253,129161.10344827572,1.6590759726603592,38.72524,-9.22456,0,0,-1,-4.051962760523981,-1.6711940808149983
TYR00748,BudgetRoad,235/45 R18,235,45,18,Germany,Western Europe,low,6.17,1.0512744222949524,43471.0471698113,3.61802721250213,52.37182,13.34447,2,4,-1,1.3971737556195194,0.037219264253701034
TYR00749,Yokohama,255/40 R19,255,40,19,Sweden,Northern Europe,low,6.46,1.092679050362571,44477.83636363635,3.782743437664532,59.15176,18.10499,2,4,-1,2.5483145265011466,-0.5061105760585684
TYR00750,Continental,255/40 R19,255,40,19,Czechia,Eastern Europe,low,5.34,1.0387520984890881,36004.74074074073,5.204442145917236,50.09598,14.43928,4,4,-1,3.2974994359514187,0.38082973149004284
TYR00751,Michelin,225/45 R17,225,45,17,Netherlands,Western Europe,low,6.96,0.6249202907792373,85770.93877551019,2.8389497485063213,52.3214,4.9145,3,3,-1,-0.40911421724003677,-1.3974270835169769
TYR00752,BudgetRoad,195/65 R15,195,65,15,Sweden,Northern Europe,low,5.16,0.8399531188956895,42383.31782945737,2.4748520967332115,59.43283,18.14415,1,1,-1,-2.0237255695288905,1.7020359102513039
TYR00753,BudgetRoad,195/65 R15,195,65,15,Italy,Southern Europe,low,5.19,0.9643655180524521,37226.54878048781,2.6406081276127145,45.48059,9.20309,1,1,-1,-1.8127362591925607,2.0551476469753442
TYR00754,Continental,195/65 R15,195,65,15,Italy,Southern Europe,low,6.56,0.5557859809207799,89242.98507462682,1.9468457280029903,45.45106,9.29396,0,0,-1,-3.453708167797325,-0.4309428563975083
TYR00755,Goodyear,255/40 R19,255,40,19,Spain,Southern Europe,low,5.13,0.5625670824234797,62748.07236842105,2.912590457935261,40.38284,-3.62235,2,3,-1,1.5623742974726724,-1.8627178270288762
TYR00756,Yokohama,205/55 R16,205,55,16,Sweden,Northern Europe,low,5.53,0.8548715695282225,45971.81775700936,2.8669885569828715,59.33166,18.14039,1,1,-1,-1.0092753484907813,0.9234079091061217
TYR00757,Hankook,205/55 R16,205,55,16,Spain,Southern Europe,low,6.15,0.747949171626186,60833.0107526882,2.7094196201497724,40.37944,-3.71247,0,0,-1,-1.2404830677023484,0.30317603818157157
TYR00758,Hankook,205/55 R16,205,55,16,Netherlands,Western Europe,low,4.81,0.5092123056119,63038.53941908712,2.1164929264747996,52.37049,4.90707,0,0,-1,-1.6887774385567762,-0.0512030398500583
TYR00759,Pirelli,235/45 R18,235,45,18,Germany,Western Europe,low,6.35,0.5815598377919586,81676.89189189192,2.770163360682363,52.64526,13.42088,3,3,-1,0.20585419328671742,-1.6632992289699713
TYR00760,BudgetRoad,205/55 R16,205,55,16,Czechia,Eastern Europe,low,4.06,0.8464876088056008,29061.264150943385,2.6746907227880516,49.9398,14.41926,1,1,-1,-0.6938458053622869,1.566511293906464
TYR00761,Goodyear,235/45 R18,235,45,18,Portugal,Southern Europe,low,7.65,0.7446204328895057,81249.4491525424,3.254598934957299,38.69317,-9.20282,3,2,-1,0.4389841460896132,-1.4652258055243326
TYR00762,Yokohama,195/65 R15,195,65,15,Sweden,Northern Europe,low,6.18,0.9370759837177752,48875.43891402712,2.6276769852704622,59.47764,18.07608,1,1,-1,-2.2038977270369293,1.4760960353657908
TYR00763,Bridgestone,235/45 R18,235,45,18,Portugal,Southern Europe,low,7.57,0.5305761512822252,112519.19230769241,2.0803301362719075,38.81828,-9.08013,3,3,-1,-0.7188452568495883,-3.0301169883711196
TYR00764,Michelin,225/45 R17,225,45,17,France,Western Europe,low,5.24,0.7131860170259012,51038.57777777777,3.0134472501433143,45.78702,4.75868,2,2,-1,0.30422095339121175,-0.17983761884215155
TYR00765,BudgetRoad,205/55 R16,205,55,16,Netherlands,Western Europe,critical,1.57,1.0483150370181262,0.0,3.039954046464131,52.40117,4.95367,1,1,-1,0.36271840989903814,3.1223778540733704
TYR00766,Continental,205/55 R16,205,55,16,Portugal,Southern Europe,low,5.43,0.8634599450525491,44356.429292929286,4.276133046298966,38.72854,-9.12279,1,1,-1,-0.18948285244835567,1.562129256974502
TYR00767,Hankook,195/65 R15,195,65,15,Norway,Northern Europe,high,2.33,1.5100433464600391,4834.298311444652,5.6462165325805325,60.02426,10.85214,1,1,-1,0.6102948551804629,5.4462337842379265
TYR00768,Continental,255/40 R19,255,40,19,Germany,Western Europe,low,5.78,0.8706033077102258,48012.6822742475,4.404014221847963,52.59922,13.41892,4,2,-1,2.62421228829603,-0.4136533581829864
TYR00769,Michelin,235/45 R18,235,45,18,Sweden,Northern Europe,low,6.28,0.684537505752416,68367.32773109243,3.0692683774210665,59.3606,17.9889,2,2,-1,0.465688735851177,-1.3697856425901662
TYR00770,Continental,205/55 R16,205,55,16,France,Western Europe,medium,3.66,0.9300602491859534,22149.10272536688,3.829587758104915,45.70848,4.79227,1,1,-1,0.0018480151202908733,2.3913900832285373
TYR00771,Bridgestone,195/65 R15,195,65,15,Poland,Eastern Europe,low,7.19,0.6667236515941533,83842.83333333334,2.4304175182027987,52.03913,21.09829,0,0,-1,-3.1608487695399483,-0.15122804151492833
TYR00772,Michelin,255/40 R19,255,40,19,Germany,Western Europe,low,5.19,1.0594315245478036,33886.09756097561,5.775215153650671,52.35295,13.30019,4,4,-1,3.544125554275955,0.6656031249348042
TYR00773,Pirelli,195/65 R15,195,65,15,Poland,Eastern Europe,low,6.29,0.6471862674295871,72467.54506437769,2.369605218196963,52.27886,21.09433,0,0,-1,-2.970411071211648,0.21605047897011892
TYR00774,Pirelli,255/40 R19,255,40,19,Poland,Eastern Europe,low,6.42,0.8370012266397288,57586.534482758616,4.406433548005341,52.33675,21.02858,2,2,-1,2.3812334994742015,-0.9325764498580039
TYR00775,Continental,225/45 R17,225,45,17,Norway,Northern Europe,low,6.67,0.9282337773957886,54619.86111111111,5.023329525087258,60.0156,10.6508,4,2,-1,1.1397886191035973,0.634037226556894
TYR00776,Goodyear,235/45 R18,235,45,18,Netherlands,Western Europe,low,5.73,0.5570350643586329,74142.54980079683,2.4569105316071207,52.372,5.11138,3,3,-1,0.13009359208884277,-1.5946081812076953
TYR00777,Yokohama,195/65 R15,195,65,15,Poland,Eastern Europe,low,6.35,0.9774320659126965,48596.72774869109,2.906906445875793,52.26923,21.0731,1,1,-1,-2.088464158131177,1.4208562819221817
TYR00778,Pirelli,235/45 R18,235,45,18,Sweden,Northern Europe,low,4.27,0.8638765411389753,30907.194174757267,3.544947285089141,59.21445,18.08055,4,4,-1,1.4823732376764034,0.49978704505415433
TYR00779,Bridgestone,255/40 R19,255,40,19,Germany,Western Europe,low,4.68,0.8564145160828346,35963.89297658862,4.353040702587099,52.4955,13.322,4,2,-1,2.7233622575338288,-0.19764590892227485
TYR00780,Yokohama,235/45 R18,235,45,18,Czechia,Eastern Europe,low,6.74,0.5294786421958743,97076.62576687124,1.8102382056522464,49.96204,14.62721,3,3,-1,-0.5797693129621609,-2.6766770487071696
TYR00781,Michelin,225/45 R17,225,45,17,Germany,Western Europe,low,5.35,0.7424460431654677,50508.72093023255,3.5901312693920695,52.60562,13.58328,2,2,-1,0.48117309302556044,0.001802939226923606
TYR00782,Bridgestone,235/45 R18,235,45,18,Germany,Western Europe,low,6.17,0.8388576455433724,54478.85018726592,3.281161555820823,52.52014,13.43406,2,2,-1,0.9312322564764236,-0.6300197771881768
TYR00783,Continental,205/55 R16,205,55,16,France,Western Europe,medium,2.8,0.7175664167748602,16723.19066147859,3.2668512703138113,45.80695,4.8179,1,1,-1,-0.257293574090696,1.9565858290078781
TYR00784,Goodyear,235/45 R18,235,45,18,Poland,Eastern Europe,low,7.38,0.6826634061847271,84668.3731343283,2.6764815988267774,52.23752,21.14325,3,3,-1,0.004892444530832744,-2.0210836061983257
TYR00785,Hankook,205/55 R16,205,55,16,Sweden,Northern Europe,critical,1.68,1.2010966534662084,666.0579710144914,5.252438561916781,59.35726,17.99279,1,1,-1,1.513677783464029,4.354114611034344
TYR00786,Continental,225/45 R17,225,45,17,Italy,Southern Europe,low,5.36,0.7335380416240188,51258.41860465119,3.3785006906762973,45.29207,9.15504,2,2,-1,0.3364415482499841,-0.12553781986177617
TYR00787,Continental,225/45 R17,225,45,17,France,Western Europe,low,7.32,0.5777961205117619,98996.85714285722,2.855613721330426,45.72229,4.95289,3,3,-1,-0.7343170244739312,-2.0002547111526527
TYR00788,Michelin,235/45 R18,235,45,18,Poland,Eastern Europe,low,6.21,0.6828216449327447,67513.96992481202,4.026693501742276,52.2732,21.05916,2,2,-1,0.9684865008061978,-0.7324578879459818
TYR00789,Goodyear,235/45 R18,235,45,18,Netherlands,Western Europe,low,5.73,0.8719092149489165,47367.31679389315,3.3786159149931647,52.34043,4.91693,2,2,-1,1.0065993481226312,-0.32277326801226724
TYR00790,BudgetRoad,195/65 R15,195,65,15,Spain,Southern Europe,low,6.84,1.1351971499305602,46159.38297872339,2.507956624776364,40.43989,-3.7149,1,1,-1,-2.0516678816932608,1.7053792944471544
TYR00791,Continental,235/45 R18,235,45,18,Germany,Western Europe,medium,3.22,0.8875800572499435,18251.874709976797,5.16203389788129,52.43455,13.42666,4,4,-1,2.6235484129844524,1.9418026022792805
TYR00792,Bridgestone,195/65 R15,195,65,15,France,Western Europe,low,6.85,0.9589350180505422,54748.235294117614,3.574137080227516,45.80301,4.7734,1,1,-1,-1.784723745740699,1.7141603728791044
TYR00793,BudgetRoad,255/40 R19,255,40,19,Sweden,Northern Europe,medium,3.62,1.2569740728585495,16070.339425587468,3.7496503496503495,59.31944,18.08882,4,4,-1,3.357267857642156,1.1493794939928401
TYR00794,Hankook,255/40 R19,255,40,19,Italy,Southern Europe,low,7.55,0.9810333551340757,60650.33333333325,3.850921976123312,45.50718,9.11823,2,2,-1,2.0572680284991676,-1.4550824816061796
TYR00795,Continental,235/45 R18,235,45,18,Norway,Northern Europe,low,5.15,0.9771149395731548,36331.44736842107,5.5563146615316,59.82411,10.77044,4,4,-1,2.4034361684983265,1.2121434411239298
TYR00796,Pirelli,235/45 R18,235,45,18,Sweden,Northern Europe,low,5.78,0.8183640901837228,51077.509999999995,3.988929043463476,59.30738,17.95414,2,2,-1,1.1557023254950014,-0.36514908413868674
TYR00797,Michelin,225/45 R17,225,45,17,Sweden,Northern Europe,low,6.37,1.0238320571281077,46589.672268907576,5.7037409048363354,59.32461,18.08975,4,4,-1,1.6264142670015624,1.244836268298011
TYR00798,Pirelli,205/55 R16,205,55,16,Germany,Western Europe,low,6.73,1.0100497411430314,50789.57788944724,3.8149238256767406,52.59127,13.5349,1,1,-1,-0.49475034995257294,1.2169028554369905
TYR00799,Hankook,235/45 R18,235,45,18,Germany,Western Europe,low,4.75,1.1055013927576602,28493.858267716532,4.897623744927083,52.58968,13.34795,4,4,-1,2.309800397385484,1.4250230671408641
TYR00800,Bridgestone,255/40 R19,255,40,19,Norway,Northern Europe,low,4.64,1.1782622635460085,25800.70748299319,6.262523040894035,59.94657,10.71631,4,4,-1,4.212130142239588,1.635936089336788
TYR00801,Goodyear,225/45 R17,225,45,17,Poland,Eastern Europe,low,6.44,0.5613104046537734,86226.80000000003,2.729348218453693,52.17177,21.04982,3,3,-1,-0.5357057692517907,-1.4312883052265228
TYR00802,Continental,195/65 R15,195,65,15,Czechia,Eastern Europe,low,6.35,0.8317671052105411,57107.33173076923,3.372858235126083,49.92756,14.42132,0,1,-1,-2.045560304825135,1.1991207679948472
TYR00803,Pirelli,255/40 R19,255,40,19,Norway,Northern Europe,low,4.93,0.7677365646101194,43374.25301204818,3.646113711807036,59.92482,10.675,2,2,-1,2.303212239365726,-0.8082553109899658
TYR00804,BudgetRoad,195/65 R15,195,65,15,Netherlands,Western Europe,low,4.71,1.0782241014799154,28843.72549019608,3.3202063365182766,52.28714,4.99429,1,1,-1,-1.3447202877826356,2.653548301727229
TYR00805,Bridgestone,195/65 R15,195,65,15,Italy,Southern Europe,low,5.22,0.6764755623203113,53512.64999999999,2.569033937835042,45.52912,9.17972,0,0,-1,-2.4443756140483277,1.0064056682572897
TYR00806,Yokohama,255/40 R19,255,40,19,Norway,Northern Europe,low,6.07,0.7169908445784459,62343.89230769234,2.8709787603704218,60.02681,10.74264,2,2,-1,1.6579022524471991,-1.6265201818738366
TYR00807,BudgetRoad,255/40 R19,255,40,19,Portugal,Southern Europe,low,4.62,0.4894544807332918,61701.34545454546,1.7067286225916516,38.69524,-9.00183,3,2,-1,1.1304007117629564,-2.184819547823487
TYR00808,Pirelli,225/45 R17,225,45,17,Portugal,Southern Europe,low,6.73,0.64024690547329,80125.3384615385,2.4880103263116706,38.78868,-9.21366,3,3,-1,-0.46359418666638297,-1.425231386717045
TYR00809,Michelin,225/45 R17,225,45,17,Spain,Southern Europe,low,4.19,0.7597752724256249,34089.02729528536,3.861196297615604,40.43823,-3.83483,4,2,-1,0.9365843013656663,0.7284722382277238
TYR00810,Michelin,195/65 R15,195,65,15,Netherlands,Western Europe,low,7.08,0.5041690905565247,108693.69230769241,2.06817584294859,52.54002,4.82188,0,0,-1,-3.526465395177737,-0.9340370266287105
TYR00811,Bridgestone,255/40 R19,255,40,19,Sweden,Northern Europe,low,4.89,1.0211729436012742,32217.853211009166,4.336716011553034,59.48292,17.99123,4,4,-1,2.959121460956574,0.24554052856112693
TYR00812,Pirelli,235/45 R18,235,45,18,Norway,Northern Europe,low,7.19,0.9337860780984709,59863.81818181825,4.139924525620427,59.86852,10.90187,2,2,-1,1.0833159573974567,-0.5182623396232628
TYR00813,BudgetRoad,205/55 R16,205,55,16,Czechia,Eastern Europe,low,5.59,0.9392727610899286,42479.67326732672,2.6896645954006106,50.15985,14.58027,1,1,-1,-0.8303558133510093,1.0610032235413664
TYR00814,Continental,235/45 R18,235,45,18,Italy,Southern Europe,low,6.37,0.6841864193289819,69717.8410041841,3.393411749051789,45.4737,9.08107,2,2,-1,0.6050774547887974,-1.0324724638604257
TYR00815,Yokohama,235/45 R18,235,45,18,Spain,Southern Europe,low,6.42,0.7742411208061939,62254.507936507944,3.16394652755768,40.39448,-3.62255,2,2,-1,0.636183673238241,-1.085258388235733
TYR00816,Continental,255/40 R19,255,40,19,Portugal,Southern Europe,low,6.41,0.4917299955297274,97817.90909090909,2.3274989577735026,38.56993,-9.26611,3,3,-1,0.7985679374547112,-3.0010545631951286
