tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id,risk_binary
TYR00520,Michelin,MIC-Sport-561,205/55 R16,205,55,16,summer,premium,fleet,1572.0,rwd,rear_right,Portugal,Southern Europe,Lisbon,38.78609,-9.28922,mediterranean,mountain,2020-06-03,summer,12588.0,7.34,6.71,6.54,6.72,6.62,0.6299999999999999,0.5004766444232602,114690.66666666666,102102.66666666666,A,C,70.3,7.79,284.85,2.4836371457136885,low,0,0
TYR00521,Pirelli,PIR-Tour-456,205/55 R16,205,55,16,all-season,premium,city,1050.0,awd,front_right,Sweden,Northern Europe,Stockholm,59.29653,18.09297,cold,mountain,2025-11-11,autumn,30613.0,7.67,5.17,4.91,5.13,5.03,2.5,0.8166465227191062,74328.364,43715.364,E,C,72.4,3.53,244.56,3.290264803891015,low,0,0
TYR00522,Michelin,MIC-Sport-324,255/40 R19,255,40,19,summer,premium,family,1528.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.30369,17.96886,cold,rural,2023-01-22,winter,23926.0,8.26,5.98,5.81,6.01,5.92,2.2799999999999994,0.9529382261974418,69889.10526315792,45963.105263157915,D,E,72.7,4.04,337.98,4.835946872225396,low,0,0
TYR00523,Pirelli,PIR-Eco-155,225/45 R17,225,45,17,summer,premium,family,1414.0,fwd,front_right,Norway,Northern Europe,Oslo,59.9841,10.78398,cold,mountain,2024-07-30,summer,18322.0,7.31,5.25,4.83,5.35,5.13,2.0599999999999996,1.124331404868464,50785.73786407767,32463.73786407767,A,C,73.7,7.38,279.97,5.512768186007424,low,0,0
TYR00524,Bridgestone,BRI-Grip-261,205/55 R16,205,55,16,winter,mid-range,suv,2256.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.24448,4.98078,oceanic,urban,2020-03-03,spring,33286.0,8.1,5.02,4.81,4.97,4.96,3.08,0.9253139458030403,70246.42857142858,36960.42857142857,D,E,76.7,4.36,247.86,3.5284356093344855,low,0,0
TYR00525,BudgetRoad,BUD-Tour-335,255/40 R19,255,40,19,summer,budget,city,1116.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.63929,-9.10621,mediterranean,rural,2025-07-02,summer,25612.0,8.43,6.75,6.43,6.61,6.72,1.6799999999999997,0.6559425269404966,104124.9761904762,78512.9761904762,B,A,71.6,7.18,174.1,1.6720291938556435,low,0,0
TYR00526,Hankook,HAN-Sport-596,205/55 R16,205,55,16,summer,mid-range,family,1242.0,awd,rear_right,Spain,Southern Europe,Madrid,40.35607,-3.7045,mediterranean,highway,2023-03-19,spring,23275.0,8.57,7.05,6.8,7.02,7.01,1.5200000000000005,0.6530612244897961,106728.12499999997,83453.12499999997,D,A,75.8,3.97,228.96,2.145263959242234,low,0,0
TYR00527,Yokohama,YOK-Tour-376,205/55 R16,205,55,16,summer,mid-range,fleet,1571.0,rwd,front_right,Portugal,Southern Europe,Lisbon,38.82685,-9.09685,mediterranean,mountain,2023-03-10,spring,15319.0,7.28,6.19,6.04,6.21,6.18,1.0899999999999999,0.711534695476206,79827.44954128441,64508.449541284404,A,C,71.9,6.99,197.99,2.480224548544613,low,0,0
TYR00528,Hankook,HAN-Grip-878,205/55 R16,205,55,16,summer,mid-range,fleet,1737.0,fwd,rear_left,France,Western Europe,Lyon,45.77417,4.97492,temperate,highway,2020-03-31,spring,22363.0,8.2,6.34,6.13,6.38,6.28,1.8599999999999994,0.8317309842149978,79352.5806451613,56989.5806451613,D,B,73.5,4.68,239.54,3.018679393316069,low,0,0
TYR00529,Pirelli,PIR-Sport-600,225/45 R17,225,45,17,all-season,premium,family,1813.0,awd,front_right,Netherlands,Western Europe,Amsterdam,52.34642,4.85516,oceanic,rural,2025-03-14,spring,10067.0,8.13,7.43,7.13,7.41,7.22,0.7000000000000011,0.6953412138670916,93910.72857142845,83843.72857142845,D,A,74.4,5.66,277.58,2.955785821519559,low,0,0
TYR00530,BudgetRoad,BUD-Sport-252,235/45 R18,235,45,18,winter,budget,city,1215.0,awd,rear_right,France,Western Europe,Lyon,45.84971,4.75084,temperate,highway,2021-10-12,autumn,15503.0,8.66,7.37,7.26,7.38,7.1,1.29,0.8320970134812617,84845.87596899223,69342.87596899223,B,C,75.7,6.39,192.21,2.265401798317753,low,0,0
TYR00531,Michelin,MIC-Eco-563,235/45 R18,235,45,18,summer,premium,city,978.0,rwd,front_left,Czechia,Eastern Europe,Prague,50.12625,14.44588,continental,mountain,2024-12-15,winter,39539.0,7.71,4.54,4.3,4.46,4.28,3.17,0.8017400541237766,76209.23974763407,36670.23974763407,B,D,69.7,6.3,316.98,4.159338172768489,low,0,0
TYR00532,Pirelli,PIR-Eco-116,195/65 R15,195,65,15,all-season,premium,city,1232.0,awd,rear_right,Norway,Northern Europe,Oslo,59.89989,10.88097,cold,highway,2020-06-27,summer,34795.0,8.62,5.8,5.51,5.69,5.76,2.8199999999999994,0.8104612731714325,86617.34042553193,51822.340425531926,B,A,70.5,6.04,237.3,2.7396361840965944,low,0,0
TYR00533,Bridgestone,BRI-Drive-289,205/55 R16,205,55,16,all-season,mid-range,ev,2077.0,awd,front_left,Norway,Northern Europe,Oslo,60.13006,10.71495,cold,mountain,2024-03-14,spring,18677.0,8.31,6.51,6.25,6.38,6.38,1.8000000000000007,0.9637522085988117,69623.70555555554,50946.70555555554,D,D,75.0,4.77,263.9,3.7903756758454,low,0,0
TYR00534,BudgetRoad,BUD-Sport-655,195/65 R15,195,65,15,all-season,budget,city,1170.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.4414,4.74675,oceanic,rural,2019-05-14,spring,4832.0,8.29,7.8,7.75,7.78,7.47,0.4899999999999993,1.0140728476821177,65971.59183673478,61139.59183673478,B,C,73.3,6.79,145.35,2.203221052475274,low,0,0
TYR00535,Pirelli,PIR-Tour-576,195/65 R15,195,65,15,all-season,premium,suv,2041.0,awd,front_left,Czechia,Eastern Europe,Prague,50.07998,14.47854,continental,rural,2023-01-30,winter,50663.0,8.44,4.46,4.12,4.34,4.37,3.9799999999999995,0.7855831672028896,87069.07537688443,36406.07537688443,D,A,73.3,4.98,257.02,2.951909146703022,low,0,0
TYR00536,Michelin,MIC-Sport-216,225/45 R17,225,45,17,winter,premium,family,1380.0,awd,front_left,Czechia,Eastern Europe,Prague,50.16454,14.51654,continental,rural,2021-04-18,spring,24800.0,8.75,7.03,6.64,7.09,6.9,1.7199999999999998,0.693548387096774,103093.02325581397,78293.02325581397,A,B,74.2,7.93,308.74,2.9947710354161963,low,0,0
TYR00537,Pirelli,PIR-Drive-613,205/55 R16,205,55,16,winter,premium,suv,1561.0,rwd,rear_right,Norway,Northern Europe,Oslo,59.90611,10.827,cold,mixed,2019-08-12,summer,51232.0,7.56,1.92,1.83,1.94,1.83,5.64,1.1008744534665833,54138.78014184397,2906.7801418439703,A,B,73.9,7.52,270.33,4.993278372577541,high,2,1
TYR00538,Continental,CON-Eco-292,235/45 R18,235,45,18,all-season,premium,fleet,1789.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.18437,21.0526,continental,mountain,2025-12-18,winter,53562.0,8.05,2.87,2.86,2.83,2.69,5.180000000000001,0.9671035435569995,66693.99613899614,13131.996138996139,B,C,72.9,6.51,316.33,4.743005642378072,medium,1,0
TYR00539,Continental,CON-Drive-254,195/65 R15,195,65,15,winter,premium,family,1308.0,rwd,front_left,Norway,Northern Europe,Oslo,59.91075,10.76274,cold,urban,2020-11-05,autumn,33400.0,7.6,4.56,4.24,4.37,4.48,3.04,0.9101796407185629,65921.05263157893,32521.05263157894,B,C,74.7,6.35,279.69,4.242802395209582,low,0,0
TYR00540,Michelin,MIC-Tour-293,225/45 R17,225,45,17,winter,premium,fleet,1503.0,fwd,rear_right,France,Western Europe,Lyon,45.65453,4.94527,temperate,mixed,2023-09-17,autumn,39872.0,7.58,5.61,5.19,5.84,5.4,1.9699999999999998,0.4940810593900481,121032.77157360406,81160.77157360406,B,C,74.1,6.69,300.79,2.485194679831649,low,0,0
TYR00541,Michelin,MIC-Sport-555,205/55 R16,205,55,16,all-season,premium,suv,1845.0,rwd,rear_left,Spain,Southern Europe,Madrid,40.38175,-3.62726,mediterranean,mixed,2024-06-14,summer,9693.0,7.38,6.8,6.47,6.89,6.7,0.5800000000000001,0.5983699577014341,96595.75862068964,86902.75862068964,C,C,73.6,5.24,320.63,3.319296877816796,low,0,0
TYR00542,Bridgestone,BRI-Eco-251,255/40 R19,255,40,19,summer,mid-range,suv,1729.0,fwd,rear_left,Norway,Northern Europe,Oslo,59.96574,10.81935,cold,highway,2024-06-06,summer,25425.0,7.68,5.69,5.5,5.67,5.43,1.9899999999999993,0.7826941986234018,77680.40201005028,52255.402010050275,B,B,72.8,5.94,278.53,3.5855890648450015,low,0,0
TYR00543,Bridgestone,BRI-Grip-265,235/45 R18,235,45,18,summer,mid-range,fleet,1905.0,fwd,rear_left,Netherlands,Western Europe,Amsterdam,52.27007,4.90743,oceanic,highway,2020-12-19,winter,16766.0,8.36,7.35,7.0,7.45,7.15,1.0099999999999998,0.6024096385542168,112216.00000000001,95450.00000000001,D,C,73.2,4.12,301.24,2.6844656733442647,low,0,0
TYR00544,Continental,CON-Eco-781,195/65 R15,195,65,15,winter,premium,fleet,1556.0,fwd,rear_right,France,Western Europe,Lyon,45.74313,4.95723,temperate,mixed,2023-02-23,winter,40140.0,8.87,7.21,7.15,7.29,6.95,1.6599999999999993,0.41355256601893353,175793.8554216868,135653.8554216868,A,B,73.7,7.5,259.87,1.4782655478863862,low,0,0
TYR00545,Hankook,HAN-Drive-886,205/55 R16,205,55,16,winter,mid-range,ev,2388.0,awd,front_right,Netherlands,Western Europe,Amsterdam,52.40064,4.75343,oceanic,rural,2022-05-20,spring,54653.0,7.7,1.98,1.4,2.07,1.84,5.720000000000001,1.0466031141931826,58283.793706293705,3630.7937062937044,A,A,70.2,7.37,223.74,3.838802963435781,high,2,1
TYR00546,BudgetRoad,BUD-Sport-782,225/45 R17,225,45,17,summer,budget,city,1356.0,awd,rear_left,Italy,Southern Europe,Milan,45.48283,9.20578,mediterranean,mixed,2024-04-25,spring,29017.0,7.51,5.89,5.23,5.66,5.63,1.62,0.5582934142054659,105858.31481481479,76841.31481481479,D,E,73.7,5.35,168.61,1.592789383573327,low,0,0
TYR00547,BudgetRoad,BUD-Eco-511,225/45 R17,225,45,17,all-season,budget,city,1340.0,awd,rear_right,Italy,Southern Europe,Milan,45.49206,9.07248,mediterranean,urban,2020-07-25,summer,9176.0,8.77,7.99,7.84,7.89,7.99,0.7799999999999994,0.8500435919790752,84348.61538461545,75172.61538461545,C,A,71.0,5.67,160.31,1.9005646894025878,low,0,0
TYR00548,Pirelli,PIR-Tour-300,235/45 R18,235,45,18,winter,premium,city,1174.0,rwd,front_left,Czechia,Eastern Europe,Prague,50.00789,14.44491,continental,rural,2021-03-10,spring,11110.0,8.28,7.29,7.05,7.28,7.24,0.9899999999999993,0.8910891089108905,74964.44444444448,63854.44444444448,C,A,71.7,5.3,281.35,3.753112586707771,low,0,0
TYR00549,Continental,CON-Eco-782,255/40 R19,255,40,19,winter,premium,city,1206.0,awd,rear_right,Portugal,Southern Europe,Lisbon,38.70353,-9.15947,mediterranean,highway,2024-07-01,summer,21230.0,8.17,7.18,6.94,7.07,7.08,0.9900000000000002,0.46632124352331616,140889.99999999997,119659.99999999997,B,C,73.7,6.53,320.62,2.275676059337072,low,0,0
TYR00550,Yokohama,YOK-Drive-995,205/55 R16,205,55,16,all-season,mid-range,ev,2159.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.30621,4.92125,oceanic,mixed,2019-02-19,winter,23527.0,7.42,5.19,4.95,5.23,5.11,2.2299999999999995,0.947847154333319,61402.30493273544,37875.30493273544,B,B,74.0,5.76,229.03,3.729990270738145,low,0,0
TYR00551,Continental,CON-Drive-846,205/55 R16,205,55,16,all-season,premium,ev,2103.0,awd,rear_right,Poland,Eastern Europe,Warsaw,52.1463,20.84705,continental,mountain,2022-03-28,spring,27347.0,8.86,6.51,6.12,6.53,6.41,2.3499999999999996,0.8593264343438036,84484.77446808512,57137.77446808512,A,C,71.1,7.87,299.88,3.549515304834984,low,0,0
TYR00552,Goodyear,GOO-Tour-167,255/40 R19,255,40,19,all-season,premium,city,1112.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.37794,18.22552,cold,mixed,2024-04-28,spring,23129.0,7.97,6.21,5.9,6.15,6.21,1.7599999999999998,0.7609494573911539,83711.21022727272,60582.21022727272,E,B,73.3,3.22,309.31,3.694965096792117,low,0,0
TYR00553,Yokohama,YOK-Grip-304,195/65 R15,195,65,15,summer,mid-range,ev,1848.0,awd,rear_left,Czechia,Eastern Europe,Prague,50.09533,14.47326,continental,mountain,2020-12-17,winter,29132.0,8.45,5.48,5.22,5.58,5.29,2.969999999999999,1.0194974598379785,67189.96632996635,38057.966329966344,C,C,72.7,5.33,220.62,3.2835259794080995,low,0,0
TYR00554,Yokohama,YOK-Grip-127,225/45 R17,225,45,17,all-season,mid-range,ev,2043.0,fwd,rear_left,Italy,Southern Europe,Milan,45.34117,9.24158,mediterranean,rural,2022-05-29,spring,56781.0,7.78,4.22,4.04,4.28,4.16,3.5600000000000005,0.6269702893573554,98569.26404494382,41788.26404494382,B,C,73.6,6.5,260.15,2.639260853985696,low,0,0
TYR00555,Goodyear,GOO-Grip-129,225/45 R17,225,45,17,winter,premium,ev,2023.0,fwd,rear_left,Portugal,Southern Europe,Lisbon,38.81584,-9.1754,mediterranean,mountain,2021-01-04,winter,37122.0,7.52,4.78,4.62,4.7,4.73,2.7399999999999993,0.7381067830397068,80205.19708029198,43083.19708029198,B,C,73.0,5.54,300.76,3.749881690321321,low,0,0
TYR00556,Bridgestone,BRI-Drive-810,235/45 R18,235,45,18,summer,mid-range,fleet,1123.0,awd,rear_left,Spain,Southern Europe,Madrid,40.45862,-3.72431,mediterranean,rural,2024-05-22,spring,54569.0,7.4,4.27,3.96,4.25,4.17,3.130000000000001,0.5735857354908466,101118.27476038336,46549.27476038336,C,D,73.1,5.46,286.11,2.8294588755394163,low,0,0
TYR00557,Hankook,HAN-Grip-465,255/40 R19,255,40,19,all-season,mid-range,fleet,1618.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.49316,-3.63066,mediterranean,highway,2025-07-10,summer,7113.0,7.81,7.4,7.28,7.32,7.2,0.40999999999999925,0.5764093912554468,107735.92682926849,100622.92682926849,A,B,73.2,7.06,268.22,2.489605908575458,low,0,0
TYR00558,Michelin,MIC-Eco-626,225/45 R17,225,45,17,winter,premium,ev,2310.0,awd,rear_left,Italy,Southern Europe,Milan,45.34642,9.16718,mediterranean,urban,2022-04-02,spring,8860.0,7.33,6.81,6.4,6.81,6.63,0.5200000000000005,0.5869074492099328,97630.38461538452,88770.38461538452,B,C,74.2,6.58,329.65,3.3765103077147356,low,0,0
TYR00559,Goodyear,GOO-Tour-198,195/65 R15,195,65,15,all-season,premium,family,1511.0,awd,rear_left,France,Western Europe,Lyon,45.74446,4.86914,temperate,mixed,2022-05-18,spring,36850.0,7.86,5.55,5.24,5.49,5.52,2.3100000000000005,0.6268656716417912,99861.90476190475,63011.90476190475,B,C,73.0,5.98,264.37,2.647355872395213,low,0,0
TYR00560,Hankook,HAN-Grip-204,205/55 R16,205,55,16,summer,mid-range,family,1407.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.15175,21.01969,continental,mixed,2024-06-09,summer,10473.0,7.92,7.13,6.85,7.3,7.01,0.79,0.754320634011267,83784.0,73311.0,B,D,72.4,6.03,200.54,2.3935357586173973,low,0,0
TYR00561,Goodyear,GOO-Grip-117,255/40 R19,255,40,19,summer,premium,family,1762.0,awd,front_left,France,Western Europe,Lyon,45.69758,4.7359,temperate,mountain,2024-03-01,spring,10191.0,8.82,8.08,7.79,8.06,7.89,0.7400000000000002,0.7261308998135613,99431.10810810808,89240.10810810808,E,A,73.5,3.95,305.79,3.0753956766480455,low,0,0
TYR00562,Hankook,HAN-Tour-129,225/45 R17,225,45,17,all-season,mid-range,suv,1912.0,fwd,rear_right,Norway,Northern Europe,Oslo,59.82411,10.55133,cold,rural,2024-11-12,autumn,31522.0,8.13,5.32,5.03,5.51,5.2,2.8100000000000005,0.8914408984201512,73252.19217081851,41730.192170818504,D,B,71.2,4.66,233.47,3.18720836989514,low,0,0
TYR00563,Pirelli,PIR-Drive-807,205/55 R16,205,55,16,all-season,premium,family,1760.0,awd,front_right,Spain,Southern Europe,Madrid,40.43339,-3.74406,mediterranean,mixed,2020-05-28,spring,23156.0,8.09,6.98,6.62,6.98,6.7,1.1099999999999994,0.47935740196925175,135389.58558558568,112233.58558558568,A,E,73.1,6.93,256.7,1.8960099396842358,low,0,0
TYR00564,Continental,CON-Eco-580,195/65 R15,195,65,15,winter,premium,ev,1894.0,fwd,front_right,Spain,Southern Europe,Madrid,40.60112,-3.79004,mediterranean,urban,2019-05-15,spring,19328.0,8.42,7.21,6.9,7.06,7.19,1.21,0.6260347682119205,108939.63636363637,89611.63636363637,D,B,73.9,4.33,276.9,2.5417745941038237,low,0,0
TYR00565,Bridgestone,BRI-Grip-289,195/65 R15,195,65,15,summer,mid-range,suv,1657.0,awd,front_left,Spain,Southern Europe,Madrid,40.51544,-3.59336,mediterranean,urban,2020-05-22,spring,20136.0,8.32,7.34,7.23,7.41,7.08,0.9800000000000004,0.4866905045689315,138075.42857142852,117939.42857142852,E,A,74.1,3.23,221.44,1.603761091246193,low,0,0
TYR00566,Michelin,MIC-Sport-347,195/65 R15,195,65,15,summer,premium,suv,2007.0,awd,rear_left,Netherlands,Western Europe,Amsterdam,52.35189,5.11355,oceanic,mixed,2020-10-19,autumn,31763.0,7.63,5.41,5.21,5.48,5.38,2.2199999999999998,0.6989264238264646,86275.17567567568,54512.17567567569,D,C,72.4,4.55,273.34,3.1682346382873274,low,0,0
TYR00567,Continental,CON-Eco-842,195/65 R15,195,65,15,all-season,premium,city,1242.0,awd,front_right,Poland,Eastern Europe,Warsaw,52.29591,20.93517,continental,highway,2022-02-28,winter,36812.0,7.95,5.0,4.75,5.07,4.85,2.95,0.8013691187656199,79239.38983050847,42427.38983050847,A,C,70.7,7.48,260.9,3.2925543793063023,low,0,0
TYR00568,Pirelli,PIR-Drive-534,255/40 R19,255,40,19,all-season,premium,ev,1898.0,rwd,front_right,Spain,Southern Europe,Madrid,40.50241,-3.67723,mediterranean,mountain,2020-03-15,spring,25086.0,8.84,6.89,6.5,6.85,6.82,1.9500000000000002,0.7773259985649367,93139.81538461537,68053.81538461537,A,B,73.4,7.28,313.62,3.3671958517946887,low,0,0
TYR00569,Pirelli,PIR-Tour-670,235/45 R18,235,45,18,summer,premium,suv,2026.0,fwd,rear_right,France,Western Europe,Lyon,45.67245,4.91864,temperate,urban,2024-10-29,autumn,25718.0,8.04,6.31,6.03,6.35,6.17,1.7299999999999995,0.6726806128003732,95736.36994219653,70018.36994219653,A,C,72.0,7.48,287.17,2.9995914841286213,low,0,0
TYR00570,Continental,CON-Drive-331,225/45 R17,225,45,17,winter,premium,city,1154.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.75911,-9.12639,mediterranean,mountain,2025-09-25,autumn,52662.0,8.54,5.42,4.95,5.45,5.37,3.119999999999999,0.5924575595305912,117139.19230769231,64477.19230769231,C,C,71.0,5.51,291.58,2.4891754352727635,low,0,0
TYR00571,Yokohama,YOK-Eco-505,225/45 R17,225,45,17,winter,mid-range,family,1501.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.24532,21.10877,continental,mixed,2021-01-04,winter,31735.0,7.6,5.88,5.64,5.88,5.75,1.7199999999999998,0.5419883409484795,110703.48837209304,78968.48837209304,A,C,72.3,7.62,238.95,2.1584685678273194,low,0,0
TYR00572,Continental,CON-Grip-709,195/65 R15,195,65,15,summer,premium,ev,1931.0,rwd,front_left,Norway,Northern Europe,Oslo,59.95986,10.78266,cold,highway,2019-09-23,autumn,25189.0,8.89,6.8,6.69,6.86,6.69,2.0900000000000007,0.829727261900036,87860.19617224878,62671.196172248776,B,A,74.3,7.33,288.83,3.2873816879915965,low,0,0
TYR00573,Continental,CON-Drive-596,205/55 R16,205,55,16,winter,premium,ev,1800.0,rwd,rear_left,Sweden,Northern Europe,Stockholm,59.28672,18.15908,cold,mountain,2022-12-29,winter,33692.0,8.19,4.87,4.65,4.9,4.77,3.3199999999999994,0.9853971269144008,66876.5903614458,33184.59036144579,B,C,72.8,6.28,313.33,4.685196992049913,low,0,0
TYR00574,Bridgestone,BRI-Eco-201,205/55 R16,205,55,16,winter,mid-range,city,1186.0,fwd,rear_left,Poland,Eastern Europe,Warsaw,52.27463,21.07783,continental,mountain,2024-07-29,summer,41435.0,7.94,4.37,4.28,4.39,4.17,3.5700000000000003,0.8615904428623145,73584.84593837535,32149.84593837535,B,E,73.0,6.36,254.59,3.4598156285223447,low,0,0
TYR00575,Continental,CON-Eco-878,235/45 R18,235,45,18,all-season,premium,city,1340.0,fwd,rear_right,Portugal,Southern Europe,Lisbon,38.60934,-9.10063,mediterranean,rural,2022-09-01,autumn,13967.0,8.51,7.64,7.29,7.6,7.59,0.8700000000000001,0.6228968282379896,110933.29885057469,96966.29885057469,A,C,72.7,7.26,319.52,2.8802893568538703,low,0,0
TYR00576,BudgetRoad,BUD-Sport-659,235/45 R18,235,45,18,summer,budget,suv,1786.0,awd,rear_right,Spain,Southern Europe,Madrid,40.52119,-3.73243,mediterranean,mountain,2024-08-29,summer,16578.0,8.08,6.65,6.44,6.62,6.52,1.4299999999999997,0.8625889733381588,75122.68531468534,58544.68531468534,B,B,72.2,6.99,197.84,2.6335586803274893,low,0,0
TYR00577,Michelin,MIC-Sport-775,235/45 R18,235,45,18,summer,premium,ev,2110.0,rwd,rear_left,Portugal,Southern Europe,Lisbon,38.70784,-9.1953,mediterranean,mountain,2023-12-18,winter,37951.0,7.35,4.63,4.45,4.52,4.5,2.7199999999999998,0.7167136570841347,80227.29779411765,42276.29779411765,B,A,71.5,7.22,339.13,4.227114826555524,low,0,0
TYR00578,Goodyear,GOO-Sport-801,235/45 R18,235,45,18,winter,premium,family,1417.0,rwd,rear_right,Germany,Western Europe,Berlin,52.45166,13.41666,continental,mountain,2020-03-24,spring,8914.0,8.0,7.18,6.98,7.17,7.02,0.8200000000000003,0.9199012788871441,69572.68292682925,60658.68292682925,C,B,72.4,4.65,311.07,4.471151419115999,low,0,0
TYR00579,BudgetRoad,BUD-Sport-792,235/45 R18,235,45,18,all-season,budget,family,1786.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.10434,20.96749,continental,mountain,2021-12-14,winter,25631.0,8.35,5.72,5.5,5.77,5.67,2.63,1.0261012055713783,65782.98479087453,40151.98479087452,C,E,72.0,5.91,172.17,2.6172421416773957,low,0,0
TYR00580,Bridgestone,BRI-Eco-883,225/45 R17,225,45,17,summer,mid-range,city,1455.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.3731,4.96766,oceanic,highway,2023-02-09,winter,26834.0,7.32,5.37,5.22,5.32,5.29,1.9500000000000002,0.7266900201237237,78713.06666666665,51879.06666666666,B,C,73.6,6.71,255.99,3.252191927473288,low,0,0
TYR00581,Yokohama,YOK-Tour-706,195/65 R15,195,65,15,winter,mid-range,suv,1783.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.23018,4.87799,oceanic,mixed,2019-08-20,summer,21376.0,7.44,5.34,5.14,5.36,5.23,2.1000000000000005,0.9824101796407188,59445.638095238086,38069.638095238086,C,B,71.2,5.44,219.88,3.6988416147157746,low,0,0
TYR00582,Continental,CON-Drive-681,225/45 R17,225,45,17,summer,premium,suv,1965.0,fwd,front_left,Spain,Southern Europe,Madrid,40.27113,-3.75749,mediterranean,rural,2022-08-28,summer,41152.0,8.55,6.32,6.09,6.41,6.15,2.2300000000000004,0.541893468118196,128253.99103139013,87101.99103139013,A,C,72.4,7.96,297.37,2.3186023109972367,low,0,0
TYR00583,Yokohama,YOK-Eco-927,225/45 R17,225,45,17,summer,mid-range,ev,1869.0,awd,front_left,Poland,Eastern Europe,Warsaw,52.25132,20.99354,continental,mixed,2023-03-28,spring,54189.0,8.88,4.4,4.09,4.34,4.28,4.48,0.8267360534425806,88057.125,33868.12500000001,C,B,72.3,5.49,256.28,2.910383458465172,low,0,0
TYR00584,Continental,CON-Grip-608,205/55 R16,205,55,16,winter,premium,ev,2040.0,awd,rear_left,Norway,Northern Europe,Oslo,59.93744,10.79389,cold,highway,2025-11-23,autumn,46705.0,8.35,3.86,3.66,3.88,3.75,4.49,0.9613531741783535,70213.53006681515,23508.530066815143,B,E,72.7,6.46,309.22,4.403994496584155,medium,1,0
TYR00585,Pirelli,PIR-Sport-444,225/45 R17,225,45,17,winter,premium,city,1359.0,rwd,rear_right,Spain,Southern Europe,Madrid,40.52759,-3.73667,mediterranean,highway,2020-01-12,winter,53076.0,8.24,5.44,5.27,5.37,5.28,2.8,0.5275454065867812,125865.94285714287,72789.94285714287,C,C,74.5,5.55,302.98,2.407164266380466,low,0,0
TYR00586,Continental,CON-Tour-543,255/40 R19,255,40,19,all-season,premium,ev,1935.0,rwd,front_right,Germany,Western Europe,Berlin,52.53488,13.49242,continental,mixed,2019-11-11,autumn,20018.0,8.08,6.17,5.74,6.15,6.06,1.9100000000000001,0.9541412728544311,67914.47120418848,47896.47120418848,C,A,74.1,5.8,345.47,5.086839282916981,low,0,0
TYR00587,Hankook,HAN-Sport-983,205/55 R16,205,55,16,winter,mid-range,ev,2099.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.26636,21.06581,continental,rural,2021-01-09,winter,16825.0,8.6,7.02,6.91,7.11,7.0,1.58,0.9390787518573552,74541.13924050631,57716.139240506316,D,C,72.1,4.67,254.57,3.4151611122903853,low,0,0
TYR00588,BudgetRoad,BUD-Grip-346,205/55 R16,205,55,16,all-season,budget,ev,1740.0,rwd,rear_right,Italy,Southern Europe,Milan,45.45532,9.23128,mediterranean,rural,2019-09-03,autumn,21015.0,8.26,6.41,5.99,6.4,6.35,1.8499999999999996,0.8803235783963833,75654.00000000001,54639.000000000015,C,B,71.9,5.61,173.16,2.288841303830597,low,0,0
TYR00589,Bridgestone,BRI-Tour-803,235/45 R18,235,45,18,winter,mid-range,suv,2056.0,fwd,front_right,Italy,Southern Europe,Milan,45.47912,9.06601,mediterranean,mountain,2021-12-29,winter,12673.0,7.62,6.77,6.55,6.84,6.72,0.8500000000000005,0.6707172729424765,89754.65882352936,77081.65882352936,D,C,72.8,4.91,262.11,2.9202940932051913,low,0,0
TYR00590,Pirelli,PIR-Drive-673,235/45 R18,235,45,18,summer,premium,city,1152.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.17759,14.47961,continental,urban,2021-10-02,autumn,19381.0,7.8,6.49,6.33,6.43,6.43,1.3099999999999996,0.6759197151849748,91726.87022900765,72345.87022900765,D,B,72.6,3.83,295.92,3.226099388992545,low,0,0
TYR00591,Yokohama,YOK-Sport-280,195/65 R15,195,65,15,summer,mid-range,family,1519.0,rwd,front_right,Sweden,Northern Europe,Stockholm,59.27522,18.00505,cold,urban,2021-11-24,autumn,50531.0,8.41,4.22,3.87,4.23,3.94,4.19,0.8291939601432784,82127.94988066825,31596.949880668253,D,B,74.0,5.08,211.5,2.5752499643216353,low,0,0
