observation_id,observed_at,year,month,country,europe_region,brand,model,dimension,tyre_season,weather_season,vehicle_type,monthly_km,cumulative_km,tyre_age_months,initial_tread_depth_mm,tread_depth_mm,wear_rate_mm_per_1000km,projected_life_km,price_eur,cost_per_km,wet_grip_score,energy_efficiency_score,noise_db,road_roughness,avg_temp_c,rain_index,season_match,high_wear_risk
OBS002623,2025-09-16,2025,9,France,Western Europe,Continental,CON-Drive-985,235/45 R18,summer,mild,fleet,1177.8,43525.0,40,8.1,1.53,0.1533,42413.0,122.47,0.00289,2.59,3.5,77.8,0.554,14.0,0.366,0,1
OBS002624,2019-06-17,2019,6,Czechia,Eastern Europe,Goodyear,GOO-Grip-222,255/40 R19,all-season,summer,ev,1612.8,44866.4,33,7.74,1.2,0.2683,22879.0,199.91,0.00874,2.97,3.16,71.6,0.609,0.0,0.44,0,1
OBS002625,2021-12-15,2021,12,Portugal,Southern Europe,Bridgestone,BRI-Drive-501,255/40 R19,summer,winter,city,1071.1,42987.4,45,8.33,1.2,0.1889,35618.0,165.42,0.00464,2.94,3.71,72.4,0.457,25.8,0.611,0,1
OBS002626,2020-09-09,2020,9,France,Western Europe,Pirelli,PIR-Drive-114,195/65 R15,winter,mild,city,1196.7,48902.7,42,8.13,1.2,0.1619,40343.0,147.53,0.00366,2.54,3.96,72.2,0.514,14.1,0.477,0,1
OBS002627,2019-08-17,2019,8,Poland,Eastern Europe,Hankook,HAN-Drive-871,195/65 R15,summer,summer,fleet,2068.9,74038.7,37,8.62,1.2,0.1743,40276.0,156.66,0.00389,2.9,3.23,73.6,0.543,19.0,0.527,1,1
OBS002628,2023-04-19,2023,4,Portugal,Southern Europe,Nokian,NOK-Sport-624,205/55 R16,summer,mild,family,1749.7,69875.5,43,8.79,1.2,0.2034,35359.0,124.52,0.00352,2.74,3.71,73.5,0.548,15.2,0.365,0,1
OBS002629,2023-01-22,2023,1,Sweden,Northern Europe,Bridgestone,BRI-Tour-407,235/45 R18,summer,winter,ev,1281.9,36080.9,26,8.6,1.2,,23297.0,167.56,0.00719,3.39,3.41,72.0,0.778,4.2,0.342,0,1
OBS002630,2023-12-12,2023,12,Portugal,Southern Europe,Nokian,NOK-Sport-888,235/45 R18,all-season,winter,family,838.3,3583.4,4,8.1,7.34,0.1795,36218.0,132.4,0.00366,2.68,3.89,72.6,0.463,14.5,0.407,0,0
OBS002631,2021-07-09,2021,7,Germany,Western Europe,Hankook,HAN-Sport-485,235/45 R18,winter,summer,city,1459.2,41905.7,32,8.01,1.2,0.1913,33518.0,138.01,0.00412,3.01,3.38,74.1,0.847,13.8,0.645,0,1
OBS002632,2024-02-02,2024,2,France,Western Europe,Goodyear,GOO-Drive-954,225/45 R17,summer,winter,fleet,1586.0,18174.1,12,7.53,4.33,0.1849,32091.0,114.76,0.00358,2.72,4.18,74.2,0.685,20.1,0.637,0,1
OBS002633,2019-12-29,2019,12,Spain,Southern Europe,Goodyear,GOO-Drive-781,225/45 R17,summer,winter,suv,1438.5,27386.0,19,7.13,1.2,0.2141,25832.0,115.46,0.00447,2.85,3.81,74.4,0.379,21.7,0.24,0,1
OBS002634,2022-11-08,2022,11,France,Western Europe,Hankook,HAN-Eco-795,225/45 R17,all-season,mild,suv,1063.5,33835.8,29,7.46,1.2,0.2506,23375.0,124.34,0.00532,2.89,3.2,70.6,0.565,18.5,0.542,1,1
OBS002635,2024-10-03,2024,10,Poland,Eastern Europe,Michelin,MIC-Sport-803,195/65 R15,winter,mild,ev,844.9,14136.0,15,7.61,3.89,0.2555,23533.0,157.49,0.00669,3.46,3.4,71.1,0.605,0.5,0.383,0,1
OBS002636,2020-02-06,2020,2,Czechia,Eastern Europe,Nokian,NOK-Tour-940,225/45 R17,all-season,winter,family,1399.9,51090.6,38,8.29,1.2,0.1545,43293.0,136.61,0.00316,2.64,3.6,72.1,0.553,10.8,0.593,0,1
OBS002637,2025-09-26,2025,9,Spain,Southern Europe,Nokian,NOK-Grip-673,225/45 R17,winter,mild,suv,1190.9,43637.1,41,8.31,1.2,0.2259,29686.0,131.04,0.00441,2.98,3.43,74.1,0.565,17.6,0.464,0,1
OBS002638,2021-09-07,2021,9,Italy,Southern Europe,Bridgestone,BRI-Tour-782,225/45 R17,all-season,mild,fleet,848.1,33637.4,48,8.53,2.78,0.16,43334.0,120.99,0.00279,3.24,3.89,72.2,0.607,20.3,0.562,1,1
OBS002639,2023-02-02,2023,2,Portugal,Southern Europe,Pirelli,PIR-Grip-934,235/45 R18,winter,winter,family,972.5,36474.4,35,7.25,1.83,0.1443,39140.0,131.55,0.00336,2.83,3.88,72.7,0.458,17.7,0.408,1,1
OBS002640,2021-09-13,2021,9,Portugal,Southern Europe,Hankook,HAN-Drive-128,195/65 R15,summer,mild,ev,2585.1,92961.1,39,8.3,1.2,0.2776,24124.0,161.91,0.00671,2.73,3.15,70.3,0.475,15.8,0.607,0,1
OBS002641,2021-12-29,2021,12,Italy,Southern Europe,Yokohama,YOK-Tour-611,255/40 R19,summer,winter,fleet,1395.2,49975.6,43,8.43,1.2,0.1982,34453.0,158.73,0.00461,3.27,3.5,75.9,0.6,15.2,0.621,0,1
OBS002642,2024-02-01,2024,2,Italy,Southern Europe,Bridgestone,BRI-Tour-345,225/45 R17,summer,winter,suv,1879.7,80659.2,52,8.28,1.2,0.2443,27357.0,123.27,0.00451,3.12,3.93,74.1,0.516,11.7,0.511,0,1
OBS002643,2023-02-27,2023,2,Sweden,Northern Europe,Bridgestone,BRI-Sport-895,195/65 R15,winter,winter,fleet,758.3,33369.1,48,8.73,2.84,0.1703,41854.0,153.83,0.00368,2.62,4.09,71.9,0.601,11.0,0.425,1,1
OBS002644,2023-04-15,2023,4,Poland,Eastern Europe,Continental,CON-Tour-229,225/45 R17,all-season,mild,fleet,746.6,34576.6,49,8.06,1.9,0.1756,36790.0,140.39,0.00382,2.74,3.06,71.5,0.563,12.1,0.472,1,1
OBS002645,2020-12-26,2020,12,Spain,Southern Europe,Hankook,HAN-Eco-686,255/40 R19,summer,winter,city,909.8,17345.2,18,7.98,4.63,0.1777,35913.0,161.7,0.0045,2.11,3.78,70.0,0.491,21.2,0.148,0,0
OBS002646,2025-12-07,2025,12,Italy,Southern Europe,Bridgestone,BRI-Tour-289,205/55 R16,all-season,winter,ev,882.0,47942.3,47,8.04,1.2,0.2695,23903.0,118.06,0.00494,2.58,3.89,74.9,0.517,20.2,0.427,0,1
OBS002647,2025-09-06,2025,9,Sweden,Northern Europe,Hankook,HAN-Drive-409,195/65 R15,summer,mild,ev,1671.4,40507.8,21,8.25,1.2,0.2735,24321.0,156.6,0.00644,3.38,3.55,72.9,0.654,14.3,0.444,0,1
OBS002648,2021-01-14,2021,1,Norway,Northern Europe,Pirelli,PIR-Tour-239,195/65 R15,summer,winter,city,1380.5,53585.0,46,7.91,1.2,0.1939,32537.0,158.83,0.00488,1.92,4.21,71.6,0.563,3.0,0.652,0,1
OBS002649,2023-02-16,2023,2,Germany,Western Europe,Continental,CON-Drive-225,225/45 R17,all-season,winter,suv,1413.2,27899.3,18,8.12,1.2,0.2643,24676.0,150.99,0.00612,2.46,3.7,72.1,0.625,3.6,0.89,0,1
OBS002650,2019-08-04,2019,8,Netherlands,Western Europe,Bridgestone,BRI-Grip-353,255/40 R19,all-season,summer,ev,1506.9,63508.0,48,7.05,1.2,0.287,18986.0,191.49,0.01009,2.73,3.9,76.2,0.425,18.2,0.63,0,1
OBS002651,2023-08-29,2023,8,France,Western Europe,Bridgestone,BRI-Grip-835,235/45 R18,all-season,summer,suv,1238.2,41415.3,39,8.64,1.2,0.2124,33153.0,140.49,0.00424,2.41,3.84,72.2,0.568,10.0,0.423,0,1
OBS002652,2024-01-29,2024,1,Portugal,Southern Europe,Pirelli,PIR-Eco-797,225/45 R17,winter,winter,fleet,1096.1,51376.5,40,7.5,1.2,0.1263,46725.0,111.64,0.00239,3.22,3.66,72.4,0.519,14.4,0.33,1,1
OBS002653,2019-05-03,2019,5,Portugal,Southern Europe,Continental,CON-Tour-271,255/40 R19,winter,mild,fleet,1011.3,14946.2,16,7.79,5.37,0.1773,34922.0,173.49,0.00497,3.17,3.94,72.3,0.391,7.7,0.556,0,0
OBS002654,2020-05-07,2020,5,France,Western Europe,Yokohama,YOK-Tour-425,255/40 R19,summer,mild,city,1210.3,14330.1,12,8.29,5.81,0.185,36166.0,150.43,0.00416,2.35,3.15,72.9,0.605,11.4,0.515,0,0
OBS002655,2021-05-06,2021,5,France,Western Europe,Bridgestone,BRI-Sport-916,195/65 R15,summer,mild,family,1473.0,2771.6,2,8.76,8.42,0.1625,44043.0,155.85,0.00354,2.49,4.1,73.5,0.593,19.3,0.44,0,0
OBS002656,2021-11-29,2021,11,Norway,Northern Europe,Yokohama,YOK-Drive-298,205/55 R16,summer,mild,city,1623.8,86390.1,52,8.86,1.2,0.1968,36874.0,130.24,0.00353,2.57,3.57,74.4,0.668,9.8,0.5,0,1
OBS002657,2019-04-14,2019,4,France,Western Europe,Nokian,NOK-Grip-555,225/45 R17,all-season,mild,suv,798.2,30250.1,40,8.54,1.2,0.2535,27354.0,120.87,0.00442,3.53,3.86,74.8,0.697,8.7,0.404,1,1
OBS002658,2024-01-30,2024,1,Norway,Northern Europe,Nokian,NOK-Drive-292,235/45 R18,summer,winter,fleet,682.5,5176.2,7,8.6,7.86,0.209,33519.0,141.62,0.00423,2.56,3.41,75.6,0.705,0.5,0.529,0,0
OBS002659,2024-04-01,2024,4,Germany,Western Europe,Bridgestone,BRI-Tour-934,205/55 R16,summer,mild,city,1866.2,25787.5,13,8.59,3.02,0.2166,32256.0,102.0,0.00316,2.84,3.61,71.5,0.75,2.9,0.552,0,1
OBS002660,2023-12-05,2023,12,France,Western Europe,Continental,CON-Tour-764,235/45 R18,all-season,winter,city,1385.4,44733.0,28,7.88,1.2,0.181,34685.0,145.51,0.0042,2.73,3.33,75.0,0.498,10.7,0.433,0,1
OBS002661,2019-07-06,2019,7,Poland,Eastern Europe,Goodyear,GOO-Grip-167,225/45 R17,summer,summer,fleet,1299.0,35260.3,25,8.25,2.52,0.1633,40734.0,126.97,0.00312,2.74,4.11,73.2,0.666,15.3,0.48,1,1
OBS002662,2021-02-02,2021,2,Netherlands,Western Europe,Pirelli,PIR-Eco-718,195/65 R15,summer,winter,city,1558.5,61944.9,36,8.28,1.2,0.2153,31032.0,150.23,0.00484,2.03,3.3,72.6,0.46,10.0,0.934,0,1
OBS002663,2021-07-17,2021,7,Netherlands,Western Europe,Continental,CON-Sport-925,195/65 R15,all-season,summer,family,1226.2,45869.2,38,7.65,1.2,0.2055,29435.0,148.83,0.00506,3.03,3.03,71.8,0.562,9.4,0.554,0,1
OBS002664,2024-07-17,2024,7,Spain,Southern Europe,Michelin,MIC-Grip-487,205/55 R16,all-season,summer,family,1867.8,77268.5,41,8.22,1.2,0.1849,35823.0,-103.72,0.0029,2.84,3.77,72.3,0.559,21.7,0.318,0,1
OBS002665,2022-11-17,2022,11,Czechia,Eastern Europe,Goodyear,GOO-Grip-838,195/65 R15,summer,mild,ev,654.2,27563.4,44,7.89,1.2,0.2759,22779.0,195.9,0.0086,2.7,3.51,75.1,0.507,3.6,0.496,0,1
OBS002666,2025-09-27,2025,9,Portugal,Southern Europe,Yokohama,YOK-Grip-836,235/45 R18,winter,mild,family,1288.4,51581.9,40,7.93,1.2,0.1825,34701.0,135.67,0.00391,2.68,3.62,73.3,0.547,22.2,0.462,0,1
OBS002667,2025-11-25,2025,11,Italy,Southern Europe,Pirelli,PIR-Grip-254,225/45 R17,summer,mild,family,1963.2,64123.7,29,7.59,1.2,0.148,40446.0,134.04,0.00331,2.26,3.0,71.5,0.479,21.6,0.284,0,1
OBS002668,2021-07-18,2021,7,Norway,Northern Europe,Pirelli,PIR-Sport-278,255/40 R19,all-season,summer,ev,1606.4,69754.1,47,7.76,1.2,0.2483,24822.0,218.44,0.0088,2.63,3.07,72.8,0.739,5.1,0.557,0,1
OBS002669,2022-03-22,2022,3,Portugal,Southern Europe,Yokohama,YOK-Grip-232,235/45 R18,summer,mild,family,1396.4,49384.1,38,7.8,1.2,0.1846,33554.0,150.27,0.00448,2.21,3.55,73.1,0.602,21.7,0.367,0,1
OBS002670,2023-09-30,2023,9,Germany,Western Europe,Hankook,HAN-Drive-193,195/65 R15,winter,mild,city,1127.5,17699.3,17,8.57,5.14,0.1976,35292.0,164.85,0.00467,3.21,3.54,71.5,0.663,21.5,0.512,0,0
OBS002671,2025-03-07,2025,3,Portugal,Southern Europe,Michelin,MIC-Drive-721,225/45 R17,all-season,mild,ev,1072.8,40494.7,45,7.45,1.2,0.1944,30083.0,147.52,0.0049,3.02,4.03,70.6,0.406,21.4,0.265,1,1
OBS002672,2020-05-09,2020,5,Norway,Northern Europe,Goodyear,GOO-Eco-201,195/65 R15,all-season,mild,family,857.0,16055.9,21,8.2,5.65,0.1633,40458.0,167.61,0.00414,3.07,3.97,74.5,0.734,2.9,0.557,1,0
OBS002673,2024-07-05,2024,7,Portugal,Southern Europe,Nokian,NOK-Sport-327,235/45 R18,summer,summer,city,941.1,16968.3,17,8.44,6.21,0.1235,55371.0,134.96,0.00244,3.14,3.89,72.9,0.537,18.2,0.542,1,0
OBS002674,2025-04-13,2025,4,Poland,Eastern Europe,Goodyear,GOO-Drive-824,195/65 R15,winter,mild,city,837.2,23680.1,28,8.16,3.14,0.2018,32489.0,167.07,0.00514,2.45,3.07,70.7,0.483,7.2,0.545,0,1
OBS002675,2024-12-27,2024,12,Netherlands,Western Europe,Nokian,NOK-Tour-553,225/45 R17,all-season,winter,fleet,1586.0,23796.4,17,8.31,4.87,0.16,41911.0,143.91,0.00343,3.39,3.42,71.7,0.543,10.6,0.624,0,0
OBS002676,2020-06-20,2020,6,Netherlands,Western Europe,Pirelli,PIR-Grip-829,225/45 R17,summer,summer,family,1188.4,8007.8,8,8.1,7.05,0.1348,48213.0,116.29,0.00241,3.02,2.71,71.3,0.497,11.9,0.572,1,0
OBS002677,2019-03-11,2019,3,Poland,Eastern Europe,Bridgestone,BRI-Tour-673,225/45 R17,winter,mild,suv,1332.4,49006.9,39,8.12,1.2,0.2406,27086.0,139.74,0.00516,2.73,3.37,73.8,0.656,4.1,0.469,0,1
OBS002678,2020-09-23,2020,9,Czechia,Eastern Europe,Goodyear,GOO-Drive-158,235/45 R18,all-season,mild,family,741.6,3941.5,6,8.57,7.7,0.1752,39793.0,140.38,0.00353,3.04,3.56,74.8,0.591,11.6,0.441,1,0
OBS002679,2021-01-19,2021,1,Sweden,Northern Europe,Hankook,HAN-Eco-498,235/45 R18,all-season,winter,family,2203.4,57771.2,26,7.74,1.2,0.1809,33935.0,150.09,0.00442,2.33,4.35,71.9,0.733,2.8,0.877,0,1
OBS002680,2024-05-15,2024,5,Germany,Western Europe,Pirelli,PIR-Sport-156,205/55 R16,all-season,mild,city,1227.4,37394.7,28,8.03,1.2,0.1706,37704.0,115.43,0.00306,2.8,4.21,73.1,0.616,14.8,0.873,1,1
OBS002681,2023-06-14,2023,6,Netherlands,Western Europe,Yokohama,YOK-Grip-106,205/55 R16,all-season,summer,suv,1054.0,13220.9,13,7.98,4.43,0.2396,26614.0,115.08,0.00432,2.56,3.32,71.6,0.657,8.9,0.83,0,1
OBS002682,2022-07-15,2022,7,Norway,Northern Europe,Bridgestone,BRI-Tour-252,255/40 R19,summer,summer,city,926.7,31690.9,31,8.09,2.98,0.1683,38579.0,159.33,0.00413,3.22,3.64,71.7,0.595,8.6,0.711,1,1
OBS002683,2019-10-21,2019,10,Portugal,Southern Europe,Nokian,NOK-Eco-620,195/65 R15,summer,mild,family,2150.7,49847.2,23,8.11,1.2,0.153,42534.0,173.96,0.00409,2.59,3.3,70.6,0.43,11.5,0.366,0,1
OBS002684,2023-06-24,2023,6,Netherlands,Western Europe,Yokohama,YOK-Eco-421,195/65 R15,summer,summer,suv,850.0,36469.4,48,8.22,1.2,0.2603,25418.0,138.06,0.00543,3.09,3.41,73.4,0.595,15.3,0.62,1,1
OBS002685,2024-05-04,2024,5,Netherlands,Western Europe,Hankook,HAN-Eco-918,255/40 R19,summer,mild,suv,1746.0,63642.9,38,8.71,1.2,0.3098,22956.0,162.19,0.00707,2.56,4.0,72.0,0.561,12.6,0.49,0,1
OBS002686,2019-10-03,2019,10,France,Western Europe,Nokian,NOK-Eco-679,205/55 R16,summer,mild,suv,1522.3,31065.6,22,7.63,1.2,0.2534,23806.0,93.29,0.00392,2.77,3.37,73.0,0.606,9.8,0.575,0,1
OBS002687,2022-09-13,2022,9,Italy,Southern Europe,Michelin,MIC-Sport-838,205/55 R16,winter,mild,ev,2351.8,117172.3,46,8.01,1.2,0.2188,29294.0,138.54,0.00473,2.81,4.24,71.3,0.521,14.7,0.354,0,1
OBS002688,2025-08-23,2025,8,Sweden,Northern Europe,Hankook,HAN-Drive-466,255/40 R19,all-season,summer,fleet,1584.9,32867.0,22,8.44,1.61,0.1929,35444.0,169.67,0.00479,2.93,3.83,75.6,0.559,7.9,0.734,0,1
OBS002689,2019-09-04,2019,9,France,Western Europe,Michelin,MIC-Tour-272,205/55 R16,winter,mild,family,1944.6,47942.6,21,7.6,1.2,0.1468,40841.0,104.0,0.00255,3.01,3.37,73.2,0.517,16.0,0.388,0,1
OBS002690,2020-10-10,2020,10,Sweden,Northern Europe,Continental,CON-Eco-239,195/65 R15,all-season,mild,ev,1049.0,57117.2,48,8.53,1.2,0.2452,28267.0,188.1,0.00665,2.87,3.42,73.7,0.594,4.2,0.417,1,1
OBS002691,2020-09-05,2020,9,Spain,Southern Europe,Pirelli,PIR-Drive-735,225/45 R17,summer,mild,ev,1952.6,31848.1,15,8.22,1.2,0.238,27820.0,,0.00507,3.12,3.1,70.4,0.467,8.1,0.129,0,1
OBS002692,2024-03-10,2024,3,Sweden,Northern Europe,Yokohama,YOK-Sport-635,205/55 R16,winter,mild,fleet,1028.0,41881.1,48,8.07,1.2,0.1783,36318.0,78.23,0.00215,2.96,4.08,73.0,0.586,-5.6,0.192,0,1
OBS002693,2021-06-02,2021,6,Norway,Northern Europe,Nokian,NOK-Grip-181,195/65 R15,summer,summer,fleet,1454.7,43583.3,33,8.5,1.98,0.1564,44114.0,164.19,0.00372,3.31,3.39,73.9,0.779,14.1,0.517,1,1
OBS002694,2021-01-29,2021,1,Czechia,Eastern Europe,Nokian,NOK-Tour-812,195/65 R15,summer,winter,city,939.2,27484.5,28,7.94,2.98,0.1835,34575.0,151.54,0.00438,2.4,3.79,71.8,0.767,12.1,0.222,0,1
OBS002695,2024-12-12,2024,12,Czechia,Eastern Europe,Yokohama,YOK-Tour-342,195/65 R15,winter,winter,ev,1574.4,50678.8,28,8.53,1.2,0.2524,27454.0,154.58,0.00563,3.15,3.92,74.3,0.619,9.4,0.476,1,1
OBS002696,2025-05-30,2025,5,Germany,Western Europe,Bridgestone,BRI-Sport-193,205/55 R16,all-season,mild,family,1449.1,56981.1,46,8.49,1.2,0.2039,33812.0,91.59,0.00271,3.06,3.19,71.3,0.659,14.5,0.704,1,1
OBS002697,2022-09-08,2022,9,Sweden,Northern Europe,Michelin,MIC-Tour-286,255/40 R19,summer,mild,ev,1825.8,6652.1,4,7.37,5.47,0.2831,20368.0,212.85,0.01045,3.0,3.2,73.7,0.655,11.7,0.646,0,0
OBS002698,2020-05-25,2020,5,Germany,Western Europe,Goodyear,GOO-Eco-460,255/40 R19,summer,mild,city,1695.4,91301.1,46,7.62,1.2,0.1713,35167.0,185.45,0.00527,2.92,3.65,76.6,0.609,4.1,0.432,0,1
OBS002699,2022-11-30,2022,11,Portugal,Southern Europe,Nokian,NOK-Sport-755,235/45 R18,winter,mild,suv,1139.7,41049.2,43,7.52,1.2,0.2342,25275.0,128.74,0.00509,3.23,3.76,70.0,0.595,15.9,0.503,0,1
OBS002700,2022-03-09,2022,3,Norway,Northern Europe,Michelin,MIC-Drive-674,225/45 R17,winter,mild,city,1148.4,59322.2,48,8.84,1.2,0.1947,37160.0,123.41,0.00332,2.76,3.86,76.3,0.737,2.4,0.454,0,1
OBS002701,2023-06-09,2023,6,Norway,Northern Europe,Nokian,NOK-Tour-686,195/65 R15,summer,summer,fleet,1750.5,41590.9,23,8.4,1.25,0.1736,39163.0,172.71,0.00441,3.08,3.55,72.4,0.813,9.7,0.595,1,1
OBS002702,2025-08-26,2025,8,Norway,Northern Europe,Bridgestone,BRI-Grip-494,195/65 R15,winter,summer,city,2359.9,36809.8,14,7.66,1.2,0.2149,28182.0,146.53,0.0052,2.48,3.76,74.0,0.693,3.4,0.693,0,1
OBS002703,2023-10-14,2023,10,Italy,Southern Europe,Michelin,MIC-Eco-123,235/45 R18,all-season,mild,suv,1205.1,48131.2,47,7.77,1.2,0.1825,33788.0,158.14,0.00468,2.76,3.46,73.4,0.426,16.8,0.457,1,1
OBS002704,2021-09-27,2021,9,Sweden,Northern Europe,Pirelli,PIR-Eco-702,225/45 R17,summer,mild,fleet,1347.5,38811.0,28,7.9,1.2,0.2122,29700.0,100.66,0.00339,2.81,4.09,72.8,0.612,4.6,0.485,0,1
OBS002705,2022-01-20,2022,1,Sweden,Northern Europe,Goodyear,GOO-Eco-212,195/65 R15,winter,winter,fleet,1179.1,5472.2,4,7.96,6.93,0.1658,38361.0,152.95,0.00399,3.06,3.32,72.7,0.529,2.0,0.492,1,0
OBS002706,2023-01-06,2023,1,Czechia,Eastern Europe,Nokian,NOK-Grip-150,235/45 R18,summer,winter,family,1532.2,54515.4,35,8.24,1.2,0.191,34757.0,135.67,0.0039,2.83,3.95,76.1,0.493,3.6,0.4,0,1
OBS002707,2025-08-28,2025,8,Italy,Southern Europe,Michelin,MIC-Tour-212,235/45 R18,winter,summer,family,1185.4,26163.8,23,8.05,3.25,0.1762,36628.0,150.35,0.0041,2.27,3.63,75.1,0.552,7.8,0.434,0,1
OBS002708,2024-12-06,2024,12,France,Western Europe,Nokian,NOK-Tour-340,195/65 R15,summer,winter,family,1264.7,4241.9,4,7.46,6.31,0.1714,34177.0,159.31,0.00466,2.58,3.37,75.7,0.591,18.3,0.543,0,0
OBS002709,2022-07-10,2022,7,Spain,Southern Europe,Hankook,HAN-Tour-388,195/65 R15,winter,summer,ev,647.4,29274.3,43,7.93,1.2,0.2311,27379.0,175.84,0.00642,2.84,3.6,71.8,0.438,19.9,0.381,0,1
OBS002710,2023-11-16,2023,11,Sweden,Northern Europe,Hankook,HAN-Grip-414,235/45 R18,summer,mild,suv,1485.3,85937.9,51,8.12,1.2,0.2306,28282.0,143.06,0.00506,2.43,3.41,72.9,0.642,4.3,0.426,0,1
OBS002711,2019-10-26,2019,10,Netherlands,Western Europe,Bridgestone,BRI-Drive-683,205/55 R16,all-season,mild,ev,2043.3,43628.9,20,8.51,1.2,0.2399,28820.0,125.13,0.00434,2.42,3.34,71.8,0.496,17.2,0.679,1,1
OBS002712,2025-08-09,2025,8,Czechia,Eastern Europe,Pirelli,PIR-Sport-561,235/45 R18,summer,summer,suv,1194.6,5361.2,4,8.42,7.37,0.2369,28772.0,142.4,0.00495,2.84,3.33,74.3,0.627,18.0,0.679,1,0
OBS002713,2021-07-16,2021,7,Netherlands,Western Europe,Bridgestone,BRI-Eco-638,235/45 R18,winter,summer,fleet,2944.3,49372.6,20,8.32,1.2,0.1854,36242.0,146.61,0.00405,3.02,3.5,73.5,0.578,9.5,0.751,0,1
OBS002714,2020-12-02,2020,12,Poland,Eastern Europe,Michelin,MIC-Sport-530,235/45 R18,summer,winter,ev,1724.7,68707.8,38,7.9,1.2,0.2526,24941.0,162.18,0.0065,2.73,3.12,73.0,0.543,7.4,0.684,0,1
OBS002715,2025-10-15,2025,10,France,Western Europe,Pirelli,PIR-Sport-696,255/40 R19,all-season,mild,ev,1148.3,54935.7,50,8.08,1.2,0.2302,28153.0,172.61,0.00613,3.44,3.41,70.4,0.546,15.4,0.729,1,1
OBS002716,2020-02-13,2020,2,Netherlands,Western Europe,Continental,CON-Drive-232,255/40 R19,summer,winter,city,852.4,7716.8,10,7.35,5.86,0.1662,34603.0,168.71,0.00488,3.05,3.5,73.6,0.562,7.8,0.637,0,0
OBS002717,2020-12-10,2020,12,Portugal,Southern Europe,Yokohama,YOK-Tour-408,195/65 R15,summer,winter,city,1255.5,39938.3,36,7.86,1.2,0.1808,34615.0,146.28,0.00423,2.92,4.02,73.8,0.424,22.5,0.322,0,1
OBS002718,2022-11-25,2022,11,Poland,Eastern Europe,Nokian,NOK-Drive-919,235/45 R18,summer,mild,suv,1400.4,55295.1,40,7.35,1.2,0.2544,22591.0,136.03,0.00602,2.38,3.39,74.3,0.511,6.3,0.67,0,1
OBS002719,2020-06-24,2020,6,Czechia,Eastern Europe,Goodyear,GOO-Eco-143,225/45 R17,all-season,summer,city,1730.5,96853.2,48,8.06,1.2,0.2092,30868.0,135.46,0.00439,2.87,3.99,73.7,0.635,21.4,0.338,0,1
OBS002720,2022-02-13,2022,2,Netherlands,Western Europe,Bridgestone,BRI-Grip-840,205/55 R16,winter,winter,fleet,1097.0,2539.5,2,8.61,8.18,0.165,42458.0,101.91,0.0024,3.5,2.76,73.1,0.54,-0.8,0.646,1,0
OBS002721,2021-07-04,2021,7,Czechia,Eastern Europe,Michelin,MIC-Eco-239,235/45 R18,winter,summer,family,1392.1,49008.0,31,8.3,1.2,0.1603,41788.0,,0.00369,2.96,3.53,72.8,0.59,9.7,0.692,0,1
OBS002722,2021-04-15,2021,4,Spain,Southern Europe,Yokohama,YOK-Tour-641,195/65 R15,all-season,mild,suv,1706.4,47721.7,26,7.78,1.2,0.2124,29097.0,161.04,0.00553,3.17,3.96,70.7,0.499,18.2,0.406,1,1
OBS002723,2023-05-24,2023,5,Czechia,Eastern Europe,Hankook,HAN-Sport-540,205/55 R16,summer,mild,fleet,1322.6,57022.0,41,7.41,1.2,0.1599,36319.0,136.06,0.00375,2.75,3.06,73.6,0.495,10.6,0.42,0,1
OBS002724,2025-06-07,2025,6,Spain,Southern Europe,Continental,CON-Sport-405,235/45 R18,winter,summer,suv,536.7,8776.6,14,8.29,6.72,0.2067,32351.0,135.08,0.00418,2.88,3.23,71.1,0.369,17.0,0.172,0,0
OBS002725,2021-11-28,2021,11,Germany,Western Europe,Nokian,NOK-Eco-174,225/45 R17,all-season,mild,fleet,1025.8,30741.4,35,7.95,2.64,0.1688,37616.0,137.73,0.00366,2.73,3.3,75.4,0.653,15.2,0.633,1,1
OBS002726,2025-01-29,2025,1,Germany,Western Europe,Michelin,MIC-Grip-295,235/45 R18,winter,winter,family,1490.5,61611.7,43,8.37,1.2,0.1611,42024.0,130.24,0.0031,3.07,3.15,72.7,0.612,3.0,0.61,1,1
OBS002727,2020-10-07,2020,10,Sweden,Northern Europe,Goodyear,GOO-Grip-417,225/45 R17,all-season,mild,city,1247.0,42897.1,37,8.38,1.2,0.1925,35211.0,103.85,0.00295,3.32,3.69,75.1,0.593,10.0,0.474,1,1
OBS002728,2022-04-14,2022,4,Norway,Northern Europe,Nokian,NOK-Eco-408,205/55 R16,summer,mild,family,1470.8,46319.8,28,8.02,1.2,0.2096,30601.0,119.79,0.00391,1.66,3.48,72.4,0.764,1.8,0.629,0,1
OBS002729,2024-01-21,2024,1,Germany,Western Europe,Nokian,NOK-Sport-951,195/65 R15,all-season,winter,ev,1202.6,7904.0,7,8.19,6.15,0.2548,25864.0,207.51,0.00802,2.61,3.31,73.4,0.579,2.9,0.764,0,0
OBS002730,2019-05-14,2019,5,Portugal,Southern Europe,Hankook,HAN-Tour-490,255/40 R19,winter,mild,family,723.7,20984.0,28,7.88,3.72,0.1759,35728.0,168.29,0.00471,2.91,3.67,72.5,0.464,18.2,0.303,0,1
